smiles	score_DTI
NC(c1ccccc1)C1C(C2COCCO2)CCC(c2ccc(C(=O)O)cc2)C12CCCC2C(O)C(O)CCO	0.000000
CN(C)CC(C(N)=O)c1cccc(C(F)(F)F)c1	0.000002
NC(=O)OC1(C2(C(N)=O)COCCO2)CCCCC1	0.027972
NC=Cc1ccc(-c2cncs2)cn1	0.017199
COC(=O)C1(c2cccnc2)CC[C@@H](O)CC[C@@H]1O	0.000003
CCSc1cccc2oc3c(F)cc(C#N)cc3c12	0.000006
O=C(O)CCC1COC(C(=O)Oc2cnccn2)O1	0.000904
C[C@H](O)C(O)c1ncccc1NC(=O)N(C)C	0.017260
O=C(c1ccnnc1)c1c(Br)cccc1-c1cnccn1	0.000000
O=C(CN=c1cc[nH]c(=O)[nH]1)OC1CNCCO1	0.000019
CCC(c1cnccc1N)C1SCCS1	0.000001
CN(CC1C[C@H]2CCC2C(NC(=O)O)C1C(F)F)C(=O)O	0.008652
O=C(O)CCc1ccnc2c1nc1c(-c3cccc(Cl)c3)cccn12	0.721148
CCOCC(N)C1CC2CC1CC2c1cccc2nc3c(OC(=O)[C@@H](C)N)ccnc3n12	0.904875
CNCC1CC2CC1CC2C#N	0.822131
CC1CCC(N[C@@H](CCNc2ccn[nH]2)C(=O)O)C(CCN)C1	0.000000
CCC(NC(=O)OC1CNCCN1)C(C)N[C@H](CO)C(=O)O	0.050551
CN(C)CC1CCC(C2CCCC(OC(F)F)S2)CC1	0.000109
Cc1ccc(-c2cccc(C3CC3)c2-c2cccc(CN)c2)cc1-c1ccncn1	0.000001
CC(c1ccc2cncnc2c1)c1cccc2oc3ccccc3c12	0.000001
OC[C@@H](O)CC1CCCC(c2ccnc(-c3ccncn3)c2-c2ccn[nH]2)C1	0.000000
CC1(C2CC(C(O)(F)F)CC3CC[C@H]32)CC1	0.533404
NC(=O)CC(c1ccccn1)C1CSCS1	0.000067
CCC(CC)C1CCCCC12CCCC2C1SCSC1OC(=O)[C@@H](N)CCN	0.107203
CCCC(C)N[C@@H](COc1ccc2ncccc2c1)C(=O)O	0.000006
c1ccc(Oc2cccnc2-c2cnccn2)cc1	0.003755
CC(C(C)(O)CO)S(=O)(=O)CCC(Oc1ccc(O)cc1)[C@H](C)O	0.135215
NCCC1CNCC(c2cccc3cncnc23)N1	0.499604
NS(=O)(=O)NC12CCCC[C@H]1CC2C1CCC1	0.001361
NCC(Oc1ccc2cc(CC(N)=O)ccc2c1)C(F)F	0.000070
CCC(=O)c1ccc(C2(CN(C)C(=O)O)COCC(OC(=O)N(C)C)N2)cc1F	0.000018
N[C@H](CCNC1CC(C2CCCCC2)C(c2cc(O)ccn2)C2CC(NS(N)(=O)=O)[C@@H]12)C(=O)O	0.000000
CN(Cc1cncc(NS(N)(=O)=O)n1)S(N)(=O)=O	0.024551
CC1CC=C(c2cccs2)CC1CN	0.000000
CCNC(CO)c1ccnc(-c2ccoc2C)n1	0.000000
CC(O)c1nccnc1OCC(N)CO	0.000017
NCC(O)C(C[C@H](N)C(=O)O)Nc1cc2oc3ccccc3c2cc1-c1ccc(O)cc1	0.000004
CCC1CCSC(C2CC2(C)C[C@@H](N)CO)C1	0.304792
CCNC(CO)C12CC3CC(CC(c4cocn4)(C3)C1C1CCC1)C2	0.001638
CNCC(O)C1CC2CC1CC2C1CCCCC1(CO)N[C@@H](CO)C(=O)O	0.490754
CCC(=O)OC1CCC1Cc1cc(SC)ccn1	0.006469
NCCOC1CCCCN1C1CNCC(O)O1	0.000000
CS(=O)(=O)Cc1c(CO)cc(Br)cc1-c1ccncc1	0.989926
O=C(OCC(Oc1ccccc1)c1ccccc1Br)C1CC1c1ccccc1	0.000000
CCN(CCO)C1NC(C[C@H](O)CO)CCCC1NCCO	0.282224
NCC(O)C1CCCC1c1cc(=O)[nH]c(=O)[nH]1	0.276877
CSc1c(O)ccnc1-c1csc(C2CCCCN2)c1	0.000000
C[C@H](N)C(O)C1NCCNC1NC(N)=O	0.000001
CCN1CCCC(NCc2cc(C3CCCC3)ccc2CCCO)C1	0.004050
CNCc1cc(C2CCC[C@H]3C(c4ccc(C5CC5)cc4O)CC23)c2c(c1)oc1ccccc12	0.004086
CCS(=O)(=O)CCC1(c2cccnn2)COC(C2CCC2C)CN1	0.806748
CC1CC1C1CC(N[C@H](CO)C(=O)O)CCN1	0.000001
CC(CNC(N)=O)CC1=NC2=NC=NC2=N1	0.999999
CN(Cc1scnc1C(F)F)C(N)=O	0.000201
CC(C)CC(O)C1C(C2CCC3CC[C@H]3C2)C(CS(C)(=O)=O)CC12CCCCCC2	0.000022
FC(F)c1cccnc1C1CSCS1	0.000174
OC(COCC(O)c1ccccc1Br)c1ccc2occc2c1	0.000265
NC(CC1CCCCN1)c1ccc(S(N)(=O)=O)c(-c2cc(=O)[nH]c(=O)[nH]2)c1	0.008934
c1cc(C23CCCN(CC2)C3)c2sc3ccc(C4CCC4)cc3c2c1	0.000001
CCN(C(=O)CN)c1nccc2cccc(C3CCCCC3C3(C)CCC3)c12	0.000000
CC(C(=O)O)c1ncncc1-c1cccc(-c2cccc(-c3cccnn3)c2)c1Br	0.000784
NCC(NC1CCCC1)c1ccccc1S(N)(=O)=O	0.002803
C[C@@H](NC1CC2(CCCCCC2C#N)CC1(C[C@H](N)CO)OC(F)F)C(=O)O	0.099755
OCC(c1ccc2c(c1)sc1cccc(-c3nccs3)c12)C(O)c1ccncn1	0.000131
CNC(=O)NC1(C2CCC2C)CCCOC1	0.003055
CC(O)COc1c(-c2ccccc2CN)ccc2c1sc1c(-c3cccnn3)cccc12	0.002917
CC1CC1c1cccc2c(C3CCCCC3)c(C(=O)O)sc12	0.998405
CC(=O)OC1CCC2CC1CC2S(=O)(=O)NCCN(C)C	0.002895
NC(=O)NC(c1cccs1)c1cccc(C(N)=O)c1-c1cccc(C2CCC2)c1	0.000000
CCC(C)CCc1ccc2c(NCCO)cc(C3CC4CCCC[C@@H]43)nc2c1	0.000165
CCC1CNCC(C)N1	0.000114
O=C(O)C1CCCCNC1c1cccs1	0.000116
C[C@@H](N)COc1ncc(C(=O)NC2CC2)o1	0.000000
CC(NC(=O)C1CCC2CCCCC2C1)C1(c2ccccc2C(F)(F)F)CCC2CCCC21	0.000149
CC(=O)NC1OCCNC1C(O)C(O)C(O)c1cc(=O)[nH]c(=O)[nH]1	0.000001
CC1CCC1C1(CS(C)(=O)=O)CCC(CO)C(C2CCCCC2)C1	0.000794
CCC1CC1Nc1ccccc1-c1ccco1	0.000004
CCC1CCC(O)CC1c1cc(N)ccn1	0.000000
c1cncc(-c2cccc(NCc3ccc4cncnc4c3)c2)c1	0.000000
CCN(CC)CC(O)c1cccc(C)c1	0.038051
c1cncc(-c2sccc2C2CCCC2)c1	0.000000
CN(CC1(C#N)C2CCCN1CC2)C(N)=O	0.001040
NC1CCC(OCC(O)c2ccc3sc4ccccc4c3c2)CC1	0.471135
NC1CC(C2CC2)CC(C2CCCC(C3CCC3)C2)C1	0.004857
N[C@@H](CO)Cc1cc(-c2cccc3ccccc23)ccc1Br	0.013388
CCC(=O)OC1(C2CCC(c3nccs3)CCC23CCCC3)CCC(CO)C1	0.000000
CN(Cc1ncccc1C(=O)O)C(=O)O	0.015377
OC[C@@H](O)CC1CNCC(C2CCN2)N1	0.002017
CC(O)C(OC1C2CCC(C2)C1N)C(C)C(N)=O	0.000253
Oc1cccc(C2COCC(c3cc(-c4ccccn4)cs3)O2)c1	0.000021
NC(=O)c1cccc(-c2ncnc3c(C(=O)O)cccc23)c1	0.004785
CCNc1cc(Cl)ccc1-c1ccc(-c2cncnc2)cn1	0.000003
O=C(O)Nc1ccc(CS(=O)(=O)Cc2ncccn2)c(Cl)c1	0.000021
Oc1ccncc1-c1ccc(Br)c(-c2cccc(Cl)c2C2CCCOC2)c1	0.000970
CCC(Sc1cocn1)c1cnc2ccc(O[C@@H](C)CO)cc2c1	0.000047
NCC(O)c1cc2ccc(-c3ncnc(C(O)CCO)n3)cc2cn1	0.001130
CC(c1ccsc1)S(=O)(=O)C(C)c1cc(O)ccn1	0.000000
NC(=O)Cc1coc(OC(N)=O)n1	0.000000
OCCN(CCO)C1CCCC(C(F)F)N1	0.004588
C=C(c1ccncn1)c1nccs1	0.007057
NC(=O)OC1CCCCN(c2cncnc2)C1	0.000161
CC(Cc1ccncn1)c1ccncn1	0.000002
C1=NC2=NC(CSC3COCCO3)=NC2=N1	0.999994
O=C(CO)N(CCC1C[C@@H](O)CCC[C@@H]1O)C1COCCN1c1nccc(N=c2cc[nH]c(=O)[nH]2)n1	0.070844
CN(c1cc[nH]n1)S(=O)(=O)c1ccc(SCc2ccco2)cc1Cl	0.383165
CNC(=O)c1ccn2c(c1)nc1c(C3C[C@H]4CCCCC34)ccnc12	0.000213
Nc1ccnc(C2CC(C[C@H](N)C(=O)O)CCC2C2CC2)c1	0.000000
CCCOc1cccc(C23CC[C@@H]2CCC(c2cscn2)C3)c1	0.000000
COC(=O)COc1ccc(C(c2cc(N)ccn2)[C@@H](O)CO)cc1	0.004675
NC(=O)C1CCC1C1CCCC1	0.000005
CN(C)CC1CCCC=C1c1n[nH]cc1C1(C)CCC1	0.000001
CC(O)C(O)c1cccc2sc3cccc(F)c3c12	0.000458
C[C@@H](Nc1ccccn1)C(=O)OC(c1c(CC(=O)O)ccn2c1nc1cccnc12)C1CC1	0.019468
CS(=O)(=O)Cc1c(NC(N)=O)c(-c2ccc(C[C@@H](N)C(=O)O)cc2C(F)(F)F)cc2ccoc12	0.074516
NC1(C(O)(F)F)CCCC(CO)C1	0.000186
CC(c1ncc2ccccc2n1)S(=O)c1cnccn1	0.005400
CC(c1cccnn1)S(=O)(=O)C(C)c1cccnc1Nc1ccc(C(=O)OC2CC2)cc1	0.000000
CN(CC1CCC(c2ccc3ncccc3c2)(C(O)C(O)CCO)C1)C(N)=O	0.000170
c1ccc(C2NCC2c2ccccn2)cc1	0.000000
CC(NC(=O)c1ccco1)C12CCCCC1CCCC2	0.000018
CN(C)c1cnc(C2CCCC2)cn1	0.000761
OCc1cc(-c2ccc(OC(CO)CO)cc2C(F)(F)F)cc2nc3ccccc3n12	0.997454
CCN(CCO)C(C)C1CCCC2(CC(F)CC2C(O)(F)F)C1C(O)C(O)CO	0.000003
CN(CCO)C1(C2COCCO2)C[C@@H](O)CCC[C@@H]1O	0.000000
N#CC1CCC(N)(c2cc(N)ccn2)CC1O	0.000000
CC1CNCC(c2ccncc2)N1	0.000001
COC(=O)C1CCC(N[C@@H](CO)C(=O)O)CC1	0.143651
FC1CCC(Oc2ccccc2)C1	0.086938
CCC1(C2=NC3=NC=NC3=N2)CC1NC(=O)NC	1.000000
CC1CC(c2cnc(C(CC(O)CO)(Oc3ccccc3)C3CCCCC3N)s2)C1	0.042789
Brc1ccc(C23CCC(CC2)C3)c(-c2ccn[nH]2)c1	0.001153
NCC(NC1COCCO1)c1cncnc1	0.000076
CC(CS(C)(=O)=O)c1ccco1	0.016372
CSC1C[C@H]2CCCCC12c1ccc2c(c1)oc1c(-c3ccccc3O)cccc12	0.760539
NC(=Cc1cccc2oc3ccccc3c12)C1COCCO1	0.000017
CCS(=O)(=O)C(C)(O[C@@H]1CCC[C@@H](O)CC1)C(NC)C(=O)OC1CC1	0.993494
CNc1ccccc1C(C)NC(=O)c1cc(Br)cc(CNCc2cn[nH]c2)c1	0.000010
CCS(=O)(=O)C(C)C1(CC(C)C)CCCC2(CCCC2)C1	0.046115
CSC1CCCC(C2CNCC2C2CCCCC3(CCCC3)C2)N(NC(C)=O)C1	0.227068
C=C(c1cnc2c(c1)nc1ccccn12)c1cncs1	0.550995
Nc1ccnc(C2(COc3ccn[nH]3)CCN2)c1	0.000001
NCC(C1CC2(NC(=O)O)CCCC2C1F)[C@@H](N)C(=O)O	0.003868
CS(=O)(=O)C1(COc2ccc3oc4ccccc4c3c2)CCCCC1	0.003128
c1ccc(C23CCCC(C2)C(C2COCCO2)C3)nc1	0.000002
NC(C[C@@H](N)C(=O)O)c1cc(C(=O)O)ccc1-c1cccs1	0.000029
NC(=O)OC1N2CCC(C2)CC1(c1cn[nH]c1)C(F)(F)F	0.001353
NC(=O)c1cnc2c(F)cc(OC[C@H](N)C(=O)O)c(OCC(O)CO)c2n1	0.017072
O=C(NCC1(c2cccc(Cl)c2)CCCC1)NC1CCC(N[C@H](CO)C(=O)O)C1	0.000036
NC(=O)OC1(c2ccncn2)COCCO1	0.017254
NC(=O)c1ccccc1-c1ccncc1-c1cc(N)ccn1	0.000000
C=C(c1ncnc(C(O)[C@@H](C)O)n1)c1cnco1	0.366765
CC(CN)c1ccc2c(c1)oc1cccc(C3CCC4CC(C5OCCC5C[C@@H](N)C(=O)O)N3C4)c12	0.000000
CC(=O)OC1CSCCC1c1ccccc1Cl	0.000266
CCC1CCC2(CCCC(OC)CC2)C1C(C1CCC1C)S(C)(=O)=O	0.000000
COC1CC(C2COCCO2)CC2CCCCC21	0.029568
CCCCC1CCC(CO)C(c2cnccn2)C1	0.000600
CCCC(Cc1cnccn1)c1cc(O)ccc1-c1ccccn1	0.000492
CN(C)Cc1cc(CC(N)=O)c(C2CCCC2)o1	0.000013
COC1CC(C2CC2)CC1c1cnccn1	0.262030
N#Cc1cccc2nc(-c3nccs3)c(CC3CCC3)cc12	0.453836
OCCNC1CCC2CCN1C2C1CCCCC1	0.026242
CC=C(c1cccc(OC)c1)c1ccncn1	0.123457
O=C(O)CCc1ncnc(Br)n1	0.518116
NCc1cccc(NCc2cocc2Br)c1	0.000000
CC(O)(CO)c1ocnc1Cc1cccs1	0.015311
COC(=O)CNc1cccc(-c2nccnc2-c2cncnc2)c1	0.000398
c1cc(-c2sccc2C2CCCCC2)ccn1	0.000001
FC(F)c1c(-c2ccncn2)ccc2occc12	0.004882
CCN(C(=O)C1CC2CCN(C2)C1)c1cccc(OC)c1	0.000000
CNc1ncnc(CS(=O)(=O)Cc2ccccn2)n1	0.019097
OCCOC1CCCC(C2CC(c3cc(Cl)ccc3-c3cn[nH]c3)CCCC23CCCC3)C12CCCC2	0.000005
CS(=O)(=O)Cc1ncnc(-c2cccc(C(F)(F)F)c2NC(=O)O)n1	0.064222
CCC(CC)OC(CC)c1ccc2ccccc2n1	0.001480
CCCc1c(Br)cccc1O[C@@H](C)COc1ccco1	0.001515
CC(=O)c1cccc(Br)c1C1(C2CCC2)CNCCN1	0.000000
CNC(=O)CCC(C)c1ocnc1NC(N)=O	0.000001
CN(CCOc1ccccn1)C1CCNCC1	0.000039
CC(O)COc1ccoc1CC1C2CC3CC(C2)CC1C3	0.997435
CCC(=O)OCC(N=c1cc(-c2ccc(Cl)cc2)[nH]c(=O)[nH]1)S(=O)(=O)CC	0.000008
C[C@@H](CO)NC1(CO)CCCCC1C1CCC1	0.000000
CCNC(CO)C1CCCC(Cc2ccc(CN)cc2)C1CO	0.024516
NCCC1OCCC1C1CCCC(N)(C2CC2)C1	0.734708
FC(F)(F)c1c(C2CNCCN2)cc2cccnc2c1Nc1ccccc1	0.006401
NCc1ccncc1-c1cc(NC(=O)O)oc1C1COCCO1	0.006016
NS(=O)(=O)c1cc(NS(=O)(=O)c2ccccc2)cc(Sc2ccccc2)c1	0.000000
N[C@H](COC[C@H](N)C(=O)O)C(C1CCCC1)C1CCCCN1	0.000000
CCc1ccc(-c2c(Cl)cccc2C2CCCC2)c(-c2ccc3ccccc3n2)c1	0.000000
C[C@H](Nc1nc(NCC[C@@H](N)C(=O)O)co1)C(=O)O	0.000324
c1cc(-c2cc(C3CCC3)ccn2)ccn1	0.000106
CCc1ccc2nc3cc(C(N)CO)ccc3n2c1	0.000001
CC(c1ccc2cccnc2c1)S(=O)O[C@H]1CCC[C@H](O)CC1	0.000000
O=c1cc(C2CCC3CC2CC3c2cccnc2)[nH]c(=O)[nH]1	0.046660
Oc1ccnc(C2C3CCC(CC(O)C4CCCCN4)C2CC3)c1	0.010061
CNc1ccccc1C(C)(NCC[C@@H](N)C(=O)O)C(C)c1scnc1N(C)C(N)=O	0.005499
NCC(CO)C1C(C2COCCO2)CCCC12CCC(c1ccncn1)C2	0.000018
N#CC1CCC(C2(C(F)F)CCC3CCCC32)CC1	0.087838
CC(CNc1cnccn1)c1ccccc1F	0.000007
CC(C)Cc1ccnc2c1nc1ccc(-c3ccc(C4CC4)nc3)cn12	0.001054
CCCC(C)c1cccc2nc(NCC(=O)NC(C)c3cncnc3)ncc12	0.000006
C[C@@H](Nc1sc(C(F)(F)OC2CCCCC2)cc1C1CCCC1)C(=O)O	0.000000
CN(C)C1CCC(c2cc(O)ccn2)C2CC[C@@H]21	0.000000
CC1C2CCN1CCC2c1ccsc1C(O)CO	0.000000
CCS(=O)(=O)C(C)(c1cc(C(F)F)cc(C(=O)O)c1-c1cnccc1N)C(C)(O)CO	0.002227
CCC1(CO)CCCC(C(c2cnco2)C(C)C)C1	0.209043
Oc1ccnc(Nc2cccc(C3CCCCS3)c2)c1	0.000009
CCOc1cccc(OC[C@@H](C)N)c1S(N)(=O)=O	0.001921
CNC(=O)NC1CCCC2(c3ccccc3NC)CCCCC12	0.000005
CCS(=O)c1cccc2c(CCC(N)=O)c(-c3ccc4sc5cccc(CN(C)C)c5c4c3)ccc12	0.013650
NC(c1ccccc1)(c1ccoc1)c1cccc2sc3c(Br)cccc3c12	0.000152
CSc1ccc2oc3ccc(C4CCCC(CO)C4)cc3c2c1	0.000000
CN(Cc1ccncn1)C(=O)OC1COCCO1	0.000014
OC1CCC(Nc2cncnc2)CC1	0.097799
C[C@@H](N)C(=O)OC1CCC2(CCC(C(OC(=O)[C@H](N)CCN)C3CC3)CC2NC(N)=O)C1	0.013247
CC(=O)Nc1cc(O)ccc1F	0.001207
Nc1ccnc(-c2ccccc2S(=O)(=O)Nc2ccncc2)c1	0.000004
C[C@H](N)C(Oc1cccnc1)c1cncc(Br)c1	0.000014
CCCCC1(c2ccccc2S(N)(=O)=O)CNCC(c2cnccn2)N1	0.000000
CCC(=O)Nc1ccc(N(C)c2ccccc2)cc1C(=O)O	0.000136
O=C(O)CC1CCCC(Oc2ccccc2)C1	0.000000
COC1CCC(c2nccs2)C12CCCC(c1ccc(S(N)(=O)=O)cc1)C2	0.000002
C[C@H](Nc1ccncc1C1CCC(C[C@@H](O)CO)C1)C(=O)O	0.000000
COc1ccc(Cl)c(-c2nccs2)c1-c1csc(C)c1	0.040286
CNCc1cnc(C(O)[C@H](NC2COCC2C[C@@H](N)C(=O)O)C(=O)O)cn1	0.000004
CCC(C)c1ncc(CC2CC2)cc1C(CC)C1CNCCN1	0.000017
FC(F)C1CC1c1cccc(-c2ccccc2C(F)(F)F)c1	0.000136
CSC1CCCN(c2ccccn2)C1	0.000139
CCC(C)(O[C@H](C)CO)C1OCC(C(F)F)O1	0.006652
COC(=O)C[C@H](Nc1cnccc1-c1cc(=O)[nH]c(=O)[nH]1)C(=O)O	0.000572
CS(=O)(=O)Cc1ccc(CNCc2cc[nH]n2)cc1	0.000058
CN(C(N)=O)c1c(C(F)F)ccc2cc(-c3ccncc3)ccc12	0.009309
CCNC(=O)C1=CCCC(C2COCCO2)C1	0.000000
O=c1oc2ccccc2c(=O)c2cc(C3CCC(C4CCC4)N3)ccc12	0.000281
OCC(O)CON1CCNCC1C(F)(F)F	0.607678
CC1(C2CC3(c4c[nH]c(=O)[nH]c4=O)CCCC2C3CCN)CC1	0.000000
OCCN(CCc1ccc(F)c(CO)c1)c1cccc(O)c1	0.000000
c1cncc(-c2cccc3c(C4CCCC4)nccc23)c1	0.000000
NCCC(Oc1cnccn1)C1CCCNC1	0.000004
Cc1cc(C(OC(CN)C2CCCCO2)C(N)C2CNCC(CS(C)(=O)=O)C2)co1	0.990247
CC(C)(C)C1C2CC3CC(C2)C(C2CCC2)C1C3	0.000155
c1ccc2c(c1)nc1cccc(C3CCCC3C3CCOC3)n12	0.004293
CCNCc1ccc(C2CNCCN2)c(-c2ccncc2)c1	0.000000
COc1ccc(OC)c(-c2ccccn2)c1	0.000017
C[C@@H](Nc1cccc2c(OCC(O)CO)coc12)C(=O)O	0.000016
NC(=O)NC1CC2(c3ccccn3)CCC1C2	0.000023
CC(N)c1ccccc1C1CC1F	0.000011
CCNC(CO)C1CCC1CN(C)S(=O)(=O)C1COCO1	0.000012
Nc1cc(C(O)[C@H](N)C(=O)O)c(F)s1	0.021644
CC(CO)C1CCC(c2cc(C#N)cc3ccccc23)C1	0.000004
c1cc(-c2ccc(-c3ccsc3)c3nccnc23)cnn1	0.000001
CCC1(C(=O)NC)CC1(OC)c1cccc(N[C@@H](C)C(=O)O)c1	0.000051
N#Cc1cc(NC(N)=O)ccc1Br	0.000044
O=C(O)[C@H](CO)Nc1occc1-c1ccsc1	0.000048
CCN(CCOC1CC(C2CCCCC2)CCN1)C(C)CC(=O)O	0.000000
CC(COc1ncncc1-c1cccnn1)ON1CCNCC1	0.000000
CNC1CCC(c2c[nH]c(=O)[nH]c2=N)C1	0.000018
OCCN(CCc1cocn1)c1cnc(C2COCCO2)cc1O	0.000101
CC(O)CNc1ccnc2cc(-c3c[nH]c(=O)[nH]c3=O)cc(S(N)(=O)=O)c12	0.000771
NCC(OCC(N)C1COCO1)C1COC(C2CC2)CO1	0.003951
CN(C)Cc1cc(Oc2cc(=N)[nH]c(=O)[nH]2)ccc1C1C(N)CCCC1CO	0.000051
COc1ccc(C2CC(C3CCCCC3C3(CN(C)C(N)=O)CCCO3)N3CCC2C3)cc1	0.000029
CN(C)C(=O)OC1CNC1C1COCCO1	0.000057
CCCC(C)C(N)C(C)c1ncnc(-c2ccc3c(c2)oc2c(N(CC)CCO)cccc23)n1	0.000217
CCC(C)c1ncccc1-c1cccnc1	0.000943
CC1(c2cccc(C3(c4cccc(Cl)c4)CC3)c2)CC1	0.011305
O=C(O)c1ncccc1-c1cc[nH]n1	0.007559
Cc1sccc1-c1c(C2CCC2)[nH]c(=O)[nH]c1=O	0.016197
CCC1CC1C12CC(C(=O)NC)CN(C1)C(N(CC)CC)C2	0.268396
NS(=O)(=O)Nc1ccnc2c1nc1c(-c3cccnn3)cccn12	0.000162
Clc1cccc(C2CCC(c3cncs3)CC2c2ncc3ccccc3n2)c1	0.077307
CC(O)C(O)C1=NC2=NC(O)=NC2=N1	0.838521
OC(F)(F)C1CCCC1c1cscn1	0.008323
CCC(C)c1csc(C2SCSC2NC(=O)O)c1	0.000003
FC(F)(F)c1ccc(C2COC(c3ccccc3Cl)CO2)cc1	0.000000
