smiles	score
CNC(=O)c1nc(C(F)(F)F)c(-c2ccc3cnc(N[C@@H](C)C(=O)O)nc3c2)s1	0.607760
CNS(=O)(=O)C1CC2CCCC2(c2c[nH]c(=O)[nH]c2=O)C1	0.405048
CNS(=O)(=O)c1cccn2c1nc1cccc(OC(CO)CO)c12	0.490657
CCC(c1cnccn1)C1CC2CC(C#N)CN1C2	0.532565
NC(CC(O)C(N)c1ccccc1C1CC1)c1ncnc2cc(CC3CC3)ccc12	0.414582
CNCC1CCCCC1c1cccc2c(=O)c3ccc(-c4ccccc4)cc3oc(=O)c12	0.335290
OC[C@@H](O)Cc1cc(Cl)c(-c2cncnc2)c2ncncc12	0.394000
NC1CCCCC1C1(OCCO)CCSCC1	0.433578
CC(C)C(CS(C)(=O)=O)C1C2CC3CC(C2)CC1(C(O)[C@H](C)O)C3	0.182551
CCCOC(=O)NC1=NC2=NC=NC2=N1	0.504932
CN(C)CC1CCC2CC(CC(N)=O)C(NCC3CNC3)C21	0.465627
Cc1cc(C(F)(F)OC2=NC3=NC=NC3=N2)co1	0.378964
CCN(C1CCC1)C12CCCC(N=c3cc[nH]c(=O)[nH]3)(CC1)C2	0.382386
N#CC1CC2(CCC(C(N)=O)C2)CCC1c1cccnc1	0.450911
C[C@@H](N)C(=O)OC1C[C@@H]2C1CCCC2C(O)(CO)CO	0.400672
CCC(C)c1c(C(C)NC(CO)c2ccsc2)ccc2nccnc12	0.524020
CCCOC1(CO)CCCC(C#N)C1	0.479608
CCC(C)N1CC(c2ccc(C(F)(F)F)cc2)CC(C2CNCCN2)C1	0.518296
Nc1cnc(C2=NC3=NC(CO)=NC3=N2)cn1	0.481330
CCCOc1cc(-c2cc(N)ccn2)c(S(N)(=O)=O)c(C#N)c1-c1ccnnc1	0.604853
NC(=O)C1CC2CC1CCC2c1cnccn1	0.291843
CCNC(C)C(CON1CCNCC1)C(CO)OC1=NC2=NC=NC2=N1	0.557817
CC(=CN)c1ncnc(-c2ccco2)n1	0.231334
CCN(C1CCC(N)CC1(NC(=O)NC)S(N)(=O)=O)[C@H](C)C(=O)O	0.486529
CCC(=O)NC1OCCOC1C(CN)NC1=NC2=NC=NC2=N1	0.829926
CS(=O)(=O)Cc1cc(C(N)CNc2cccc3c(=O)c4ccccc4c(=O)oc23)c2cnccc2c1	0.376569
CC(OC(CO)c1ccccc1)C1=NC2=NC=NC2=N1	0.626844
CN(C)C(=O)Oc1cccnc1C(CO)(COC[C@H](N)C(=O)O)Oc1ncncn1	0.517672
CCCCc1c(C(C)NCC)cc(CN(C)C(N)=O)c2c1nc1ccccn12	0.478406
CC(C)Cc1ncsc1C1=NC2=NC=NC2=N1	0.806456
CNCC1CCC(F)C2(c3cc(C(CN)NC)c4cncnc4c3)CC[C@H]12	0.468024
CNc1ccc(C2CC(C3=NC4=NC=NC4=N3)C(c3ccc(C)s3)O2)cc1C(F)(F)F	0.847017
C[C@H](CO)OC1C(O)CC(C#N)(C(N)C[C@H](N)C(=O)O)CC1C(F)(F)F	0.391870
CC=C(Cc1ccc2c(c1)oc1cc(-c3cncnc3)ccc12)c1ccncn1	0.346833
CC(C)(Cc1cc2ncccc2c(C2CNCCN2)c1CC1CC1)C[C@H](N)CO	0.440306
CCN(C(=O)CN)C1C=C(C2=NC3=NC=NC3=N2)CCC1C1CCCC1	0.753806
O=c1oc2cc(Oc3ccncc3)c(CCCO)cc2c(=O)c2ccccc12	0.427768
C(=CC1=NC2=NC=NC2=N1)Sc1cnco1	0.625880
CCC(C)C1=C(c2c(OC(C)=O)[nH]c(=O)[nH]c2=O)CCCC1	0.324626
CNS(=O)(=O)C1(c2cccc3nc4ccccc4n23)CC1C	0.446968
CNS(=O)(=O)CCCc1nccs1	0.330352
CCS(=O)c1c(-c2ccccc2OC)cnc2c(S(=O)(=O)N(C)C)cccc12	0.386120
O=c1cc(CC2CC2c2ncco2)[nH]c(=O)[nH]1	0.323450
C1=NC2=NC(c3cccc(-c4cccc5occc45)c3)=NC2=N1	0.713039
O=S(=O)(C1=NC2=NC=NC2=N1)C(C1=NC2=NC=NC2=N1)c1cncnc1	0.647608
OCC1(C2CC(O)CC(C3CNCCN3)C2)CCCCC1	0.345602
CC(C1CC1)C(O)C(O)(CO)c1ncnc2cccc(NC(N)=O)c12	0.561911
CCCC(C)C1CC2CCC(C2)C1CNc1ccccc1C(O)C(C)O	0.343936
NC(c1ncc2ccccc2n1)C(O)C1=NC2=NC=NC2=N1	0.821168
CCN(CC)CCOC1C2CCC(C2F)C1C(O)[C@H](N)C(=O)O	0.182847
CCC(CC)c1ccc(C(=O)O)c(C2=NC3=NC=NC3=N2)c1-c1ccco1	0.613586
CNC(CNc1ccccc1)C(=O)Cc1nc(C2=NC3=NC=NC3=N2)co1	0.698941
CS(=O)(=O)CC1CCC(c2cscn2)CC1CO	0.439799
CCN(CC)CC(O)C1CCC(CC(N(C)C(N)=O)S(=O)(=O)CC)(OC(=O)N(C)C)C(CO)C1	0.294976
C[C@H](N)C(=O)OC1CCCC2(CC1)CC(C(O)CN)C(OC(=O)N(C)C)C2C1CC1	0.176770
CCOC12CCC(c3c(C)cccc3CN)(CC1)C2S(N)(=O)=O	0.484319
COC(=O)c1nccnc1C[C@H](N)C(=O)O	0.476490
CCS(=O)(=O)CCc1nc(-c2ccnnc2)c(C2CC2)nc1-c1cccc(Cl)c1	0.486442
CC1CC1c1ncnc(OCCN)c1-c1ccc2ncncc2c1	0.574430
COC(=O)c1nccnc1OCCc1c[nH]c(=O)[nH]c1=O	0.477095
COc1ccccc1S(=O)(=O)Nc1cocn1	0.172513
c1cncc(C2CCC3CCC(C4CSCS4)CC3C2)c1	0.437609
CN(C)CC1CCCCC1(CO)C(=O)O	0.455177
CN(C)S(=O)(=O)c1ccc2cnc(-c3cc(=O)[nH]c(=O)[nH]3)cc2c1	0.455425
COc1ccccc1C1CCNCC(c2cccnc2)C1	0.414354
CNC(=O)N(C[C@@H](N)CO)C1=NC2=NC=NC2=N1	0.669220
CCS(=O)(=O)C(C)c1cnc(-c2ccsc2C)c(OC(C)=O)c1	0.408560
NC(C(=O)NCCC1(c2cncs2)CCCCC1CO)C1CCC1	0.386309
O=C(CO)NC(Cc1ccccc1C1CC1C1CC1)C1(c2ccccc2)CC1	0.436698
NC(=O)CC1CC(c2ccsc2)CC1c1cccc(F)c1	0.501481
CC(C(N)=O)C(O)C(C)(O)CN(C)S(=O)(=O)c1cscn1	0.417053
CN(CCS(C)(=O)=O)Cc1ccc(CN)c(-c2cnco2)c1	0.470038
FC(F)(C1=NC2=NC=NC2=N1)c1ccc(Br)cc1	0.594795
c1csc(CC2C3CC4CC2CC(C2CCCO2)(C4)C3)c1	0.400111
CCC(N)(C1CCC(N)CC1)C1CCCC(CO)C1	0.482754
N#CC(COc1ccccc1Cl)C(CO)C1=NC2=NC=NC2=N1	0.681905
C[C@@H](CO)NC1(C2(C)OCCO2)COCCO1	0.401084
O=c1cc(-c2cccnc2C2=NC3=NC=NC3=N2)[nH]c(=O)[nH]1	0.662974
CC1(c2cccnn2)CC1N[C@H](CCNc1ncsc1C#N)C(=O)O	0.413339
CC(c1nccnc1-c1cc(=O)[nH]c(=O)[nH]1)S(=O)(=O)CCc1cc(=O)[nH]c(=O)[nH]1	0.613069
C1=NC2=NC(c3ccccc3-c3coc4ccccc34)=NC2=N1	0.782155
CCC(=O)Nc1ncnc(C(F)(F)OC(F)(F)F)n1	0.352243
C1=NC2=NC(CCc3ccccc3)=NC2=N1	0.309577
CCc1c(C(CC)CC)ccnc1-c1c(-c2cccnn2)[nH]c(=O)[nH]c1=N	0.527932
CCC1(C2CCC(N)CC2N(C)C)CC1	0.423659
C[C@@H](Nc1cnc2c(CN(C)C)ccc(NC(N)=O)c2n1)C(=O)O	0.525522
CC1CC1C1CCC(c2cncc(C3=NC4=NC=NC4=N3)c2)CC1	0.738540
CNC(=O)C1CC(c2c(NC(C)=O)cccc2C(F)(F)F)CC2CCCC(C(N)=O)C21	0.508072
C[C@@H](O)COc1cccc2c1oc1ccc(Sc3ccccc3C3=NC4=NC=NC4=N3)cc12	0.514577
O=C(CC1=NC2=NC=NC2=N1)Oc1cccnn1	0.468685
Cc1sccc1C(C1CCN1)[C@@H](N)CO	0.523297
CC(NC(=O)C(N)c1cc2ccc(-c3cncnc3)cc2cn1)C(O)C(O)CO	0.413940
NCCOC(CN)c1ccc2ccc(C3CCCCC3)cc2c1	0.490066
c1cc(C2=NC3=NC(C4CCCC4)=NC3=N2)cc(-c2ccc3sc4ccccc4c3c2)c1	0.533718
N[C@H](CC1CN(c2nc(-c3cccnn3)co2)CCN1c1cccc2c(=O)c3ccccc3c(=O)oc12)C(=O)O	0.397028
CCCC1(c2ccc3ncccc3c2)CC1	0.480014
FC(F)c1cccc(C(F)(F)F)c1C1=NC2=NC=NC2=N1	0.642290
CCC(C)C1CCCCC1(N)C1CC(C2=NC3=NC=NC3=N2)C1	0.658229
CCC1CC1(N)c1csc(C(C(N)C(=O)NC)[C@H](N)C(=O)O)c1	0.590764
NCC[C@@H](NC1CC(OC(=O)[C@@H](N)C(O)C(F)F)C1CCO)C(=O)O	0.300869
c1cc(NC23CC4CC(CC(C4)C2)C3)cc(C2CCCNC2)c1	0.394029
CNC(=O)C1(NC(=O)Oc2cc[nH]n2)CCCNC(c2ccccc2NC)C1	0.514447
CCCCc1cc(NCCO)co1	0.478145
O=C(O)c1cccc2sc3cccc(CC(F)(F)F)c3c12	0.479697
NCC[C@H](NC1CCCCCC12CC(c1ccccc1Br)CC2N)C(=O)O	0.488686
O=c1[nH]cc(C2OCCCC2c2cccnn2)c(=O)[nH]1	0.546429
NC1CCC2(CCCC(c3ccc4ncccc4c3)C2)C1	0.508738
CCc1c(C(O)CN)cc2c(=O)oc3ccccc3c(=O)c2c1-c1ccccc1	0.569510
O=c1[nH]cc(C2CCC2c2cccc3nc4ccc(C5CCCC5)nc4n23)c(=O)[nH]1	0.526416
CN(C)S(=O)(=O)c1ccc2sc3cccc(CC4=NC5=NC=NC5=N4)c3c2c1	0.478042
FC(F)Oc1cc(-c2cnncc2C2=NC3=NC(Oc4ccncc4)=NC3=N2)cs1	0.542428
C[C@H](O)C(O)c1cc(C(O)(CO)CO)n2c(c1)nc1cccnc12	0.443806
CNC(=O)NN1CCNC(C2(CN(C)CCO)CCCC2)C1	0.329586
CCOc1cc2ccc(CO)cc2c(C(O)CN(CC)CC)c1C(O)(CO)CO	0.532578
OCCC(CO)(OC1CCCC2(CCCC2)C1)c1ccc2nc3ccccn3c2n1	0.400675
CN(CC1C(N(C)C)C[C@@H](O)CC[C@@H]1O)C(N)=O	0.362563
c1cnc2c(c1)nc1cccc(C3CCC3c3cnccn3)n12	0.459226
FC(F)c1cccc2nc3cccc(C(F)(F)F)c3n12	0.426638
COc1c(-c2ccc(O)cc2)cccc1C(CCO)(NC(N)=O)C1=NC2=NC=NC2=N1	0.554476
Oc1ncc(-c2cscn2)s1	0.358245
CNCC1CC(C(=O)OC)CCC12CCC(c1ccccc1OC)C2	0.215697
CCC(O)C(O)(CO)Cc1cccc2c1oc1cc(OC[C@H](C)N)ccc12	0.478931
CN(C)CC1CC(C2CCCO2)C[C@H]2CCC12	0.488165
CC(=O)Nc1c(-c2cnccn2)[nH]c(=O)[nH]c1=O	0.509302
CCN(CC)CC(OC1CNCCN1)C(F)(F)F	0.479262
CCc1c(O[C@@H](C)CO)nnc(-c2ncco2)c1CS(C)(=O)=O	0.402369
CNc1ncnc(C2CCCSC2)n1	0.265441
Clc1cncc(C2C3CC4CC(C3)CC2C4)c1	0.466798
NC(=O)CCC1(C(N)CO)CC(C2COCCO2)CCC1N	0.503804
CC(NC(=O)C(N)C1CC(c2cccnn2)CCCN1)C1OCCO1	0.490239
COC1(c2cccc(Br)c2)CC2CCC(C3CNCCN3)(C1)C2N	0.331411
CCCCc1ncc(-c2ccccc2CN(C)C)cc1OC	0.406479
CCN(CCO)C(C)(c1cccnc1)C(C)(O)CO	0.422646
N#Cc1c(-c2c[nH]c(=O)[nH]c2=O)ccc2ccc(Br)cc12	0.467427
CC1CC(c2cc(C34CC[C@H]3CCC(CS(C)(=O)=O)C4)cs2)C1	0.264755
NC(=O)Nc1nc(-c2c(-c3cnco3)[nH]c(=O)[nH]c2=O)cs1	0.414366
CCS(=O)(=O)C(C)c1ccn2c(nc3cccnc32)c1C(O)[C@@H](N)CC1CCC1	0.553512
NCCc1cccc2c(=O)oc3ccc(-c4ccncn4)cc3c(=O)c12	0.493296
CCN(C(=O)CCCO)C1(C(N)=O)C2CCC(C(C)S(=O)(=O)CC)N1CC2	0.341273
CCCC(C)CC1CCC1C(Oc1cscn1)C(=O)NCC	0.359914
C[C@@H](O)C(O)C1(Cc2cnccn2)CCC1	0.435254
C[C@H](N)COC1(c2ccccc2-c2cccc3oc(=O)c4ccccc4c(=O)c23)CCNC1	0.472330
CCNC(C)C(N)Cc1cc2ccncc2cc1C(C)C(=O)O	0.449100
CCCC1(C2CCC3(CCCCCC3)C2)CCC1	0.283864
CCS(=O)(=O)C(C)(SC)C1CC1c1cccc(-c2cc(N)ccn2)c1-c1ccccn1	0.484929
Cc1occc1-c1cc2c(NC(CC(O)CN)C3=NC4=NC=NC4=N3)cccc2cn1	0.645354
O=c1cc(C2(c3ccccc3C(F)(F)F)OCCO2)[nH]c(=O)[nH]1	0.357460
COC(=O)c1cccc2nc3cccc(OC(C)CO)c3n12	0.500394
CC(C)CC1CCC2CC[C@H]2C1c1cccc(Br)c1	0.551940
CC=Cc1cnc2c(c1)nc1c(-c3cnccn3)cccn12	0.464292
OCC(O)Cc1cccc2cnc(-c3ccccc3Br)cc12	0.516699
C1CNC(C2CCC3CCC(C4COCCO4)CC3C2)CN1	0.414341
CCCN(C)S(=O)(=O)C1(C(N)=O)COCO1	0.241075
Oc1c(F)ccc(C(F)(F)F)c1C1CC1c1ncccn1	0.483868
CCNS(=O)C(C)C1CCCCC1OC1CCCC(N)C1	0.426650
CN(Cc1cnc2c(-c3c[nH]c(=O)[nH]c3=O)c(C[C@@H](O)CO)ccc2n1)C(=O)O	0.473745
NCCN(Cc1cccc2sc(C(CC3CC3)c3cccnc3)cc12)C(N)=O	0.573072
CCS(=O)(=O)C(C)c1nccc2ccc(-c3cc(=O)[nH]c(=O)[nH]3)cc12	0.481644
C(=CC1CCCCC1)C1=NC2=NC=NC2=N1	0.610318
C1=NC2=NC(c3ccc(C4CC5CCC4C5)cc3)=NC2=N1	0.803117
CCN(CCO)CCc1cc(Nc2ccc3nc4cccnc4n3c2)ccn1	0.408106
CCc1cc(O)c2nc3ccccn3c2n1	0.426131
CC(=O)OC1C(OC(N)=O)OCC(CN(C)C(=O)O)C1C[C@H](N)CO	0.451509
Cc1cc(-c2c(-c3ccc4nc5cccnc5n4c3)cnc3c2nc2ccccn23)ccc1C(O)(CO)CO	0.522499
OCc1cncnc1-c1ncncn1	0.483226
O=C(OCCc1ncco1)C1=NC2=NC=NC2=N1	0.487478
OCC(O)(CO)c1n[nH]cc1-c1ccncc1	0.405518
CC(C)C(C1=NC2=NC(NC(=O)O)=NC2=N1)C1CSCS1	0.692049
C[C@@H](Nc1cc(C2CCC3(CCCCCC3C3CCCO3)C2)c(-c2cncnc2)cc1F)C(=O)O	0.279777
CCC(OC1=NC2=NC=NC2=N1)c1ccn[nH]1	0.549108
CC(O)(CO)C1CC(N)CC(c2ccnnc2)C1	0.462548
CCN(C(=O)c1ccncc1)c1cccnc1	0.432451
CCCOC1C2CC3CC(c4cccc(NC)c4)(C2)CC1C3(CN(C)C(=O)O)C(N)C[C@H](N)C(=O)O	0.439474
C[C@@H](N)C(=O)Oc1nc(C2CCCC2)c(-c2cc(=O)[nH]c(=O)[nH]2)s1	0.446136
CCNc1ncoc1S(=O)(=O)N(C)C	0.347018
CN(C)CC1CCC1OC(=O)c1cccc(-c2cnccc2N)c1	0.370329
CCC(C)c1cc(-c2ccc(C3CCCC(c4cccnn4)C3)c(O)c2)cc(C(F)(F)F)c1	0.525611
CC(C=Cc1cocn1)C1CCN1	0.300049
CSc1ccc2oc3cccc(-c4nccs4)c3c2c1C1=NC2=NC=NC2=N1	0.828905
CC(=O)Oc1ncc(-c2ccoc2C)o1	0.389608
CN(C)C(=O)NC1CCC(C2CCC2(C#N)c2cc(O)ccn2)C1	0.623879
Nc1c(-c2cccnc2)cncc1-c1ccc2occc2c1	0.254110
CCCC1CC2(C(F)F)CC[C@@H]2CC1CCCO	0.330996
NCc1cccc(CCN(C(=O)CO)c2cccc3nc4cccnc4n23)c1	0.428899
CCc1ccc(-c2ccc3ccc(CNC)cc3c2)c(C2=NC3=NC=NC3=N2)c1	0.708735
O=C(OC1CCCC2(CCCC2)C1)C1=NC2=NC=NC2=N1	0.454759
NCC([C@H](N)C(=O)O)N(C1CCOC1)C1CCCC(C(O)(F)F)C1	0.579452
OC[C@@H](O)CC(O)C1=NC2=NC=NC2=N1	0.480164
CCCc1ccnc(C(F)(F)F)c1CO	0.458125
O=c1oc2ccc(-c3cccnn3)cc2c(=O)c2ccc(OCC(O)CO)cc12	0.454966
CCC(Cc1ccc(C2=NC3=NC=NC3=N2)c(CN)c1)C1CCCC1	0.646568
NC1(C(CO)C(CO)c2cccnc2)CCCCC1	0.445505
CN(C)Cc1ncnc(C(N)CNC2CCC3(CCCCC3)C2)n1	0.391420
OCC(OC1=NC2=NC=NC2=N1)C1COCO1	0.471297
COc1cccc(C(C)NC2=NC3=NC=NC3=N2)c1	0.680469
CSc1ccc2c(=O)c3cc(C=CCc4cnccn4)ccc3c(=O)oc2c1	0.478093
COC(=O)C(C)(C1=NC2=NC(Oc3ccncc3)=NC2=N1)C(C)C(=O)O	0.607976
FC(F)(F)c1ccccc1C(F)(F)C1(c2ncc(Cl)o2)COCCO1	0.411543
CCCc1ccc(-c2cnccc2C2COCC2C(O)[C@H](N)C(=O)O)c2c(=O)oc3ccccc3c(=O)c12	0.466445
N[C@H](COC1CCC[C@@H]2CCC12)C(=O)OC1CCC1C(F)(F)F	0.539683
NCc1cccc(-c2cc(-c3cc(=O)[nH]c(=O)[nH]3)cc3oc(=O)c4ccccc4c(=O)c23)c1	0.458735
CC(C)(C)C1CCC2(S(=O)Cc3ncc4ccccc4n3)CCC1C2	0.414374
CC(C)Cc1ncc2cc(Cl)ccc2n1	0.421468
NCC(c1ccnc(C=Cc2ncco2)c1OC(F)F)[C@@H](N)C(=O)O	0.467886
CC(=O)C(C1=NC2=NC=NC2=N1)C1OCCNC1CO	0.759068
COC(=O)c1c(C2=NC3=NC=NC3=N2)cc2cccc(-c3cccnn3)c2c1C(=O)OC	0.705451
CC(C(N)=O)C12CCC(CC(CS(C)(=O)=O)C1OC[C@H](C)N)C2	0.467789
CC=C(CC1CCCNC1CC(N)=O)c1cnccn1	0.536216
C1=NC2=NC(C3CCCCC3C3CCOC3)=NC2=N1	0.516602
CNCc1oc(C2CCCCC2CO)cc1-c1ncoc1C(=O)OC	0.347571
CN(C)S(=O)(=O)c1ccc(C(O)(CO)CO)c2c1nc1ccccn12	0.385529
CSC(C)(C1=NC2=NC=NC2=N1)C1CC1	0.551656
CC(CN)C1CC(c2cnco2)C2(C(=O)O)CCN1C2	0.436446
Cc1[nH]ncc1-c1ccnc(OC(=O)[C@H](C)N)c1OC(=O)N(C)C	0.598659
CNC(=O)C1CCC2C(F)CCC12C1CCC2(CCCC(C#N)CC2)C1	0.280957
CN(CS(N)(=O)=O)S(=O)(=O)c1cnc2c(c1)nc1ccccn12	0.357898
CC(C(N)=O)(c1cc[nH]n1)C1(O)CCCCC1	0.404489
CNc1cccc(C2(C34CCCCC3CCCC4)CCCO2)c1	0.364147
CN(C)S(=O)(=O)C1(C(C)(C)C)COCO1	0.333917
CCC1CC1C1CC[C@H]2CC(c3ccoc3C)(C3CC3C)C2C1	0.455720
CC1CC1c1cc2nc3ccccn3c2nc1C(C)N(CCO)C(C)(C)c1cc(=O)[nH]c(=O)[nH]1	0.489815
c1csc(CC2CC2CC2CCCNC2)c1	0.329916
CS(=O)(=O)C1(c2ccncn2)CC(c2cccnn2)CCC1c1ccn[nH]1	0.406349
O=c1[nH]ccc(=NC2OCCNC2c2coc(C3=NC4=NC=NC4=N3)n2)[nH]1	0.843580
OCC1=NC2=NC(c3cscn3)=NC2=N1	0.518377
CC(CN(C)C)S(=O)(=O)CC(CS(C)(=O)=O)c1ccnc(CS(C)(=O)=O)c1	0.456095
CCOC1CCC2CC(c3nc4cccc(C5CCC5C)c4nc3C(=O)NC)CC21	0.400895
CC(CO)c1c(C#N)cc(-c2c[nH]c(=O)[nH]c2=O)c2cncnc12	0.422193
CC1CCC1c1ncsc1-c1cc(=N)[nH]c(=O)[nH]1	0.700778
OCCC(O)(c1ccc2nc3cccnc3n2c1)C(O)c1ccc2nc(C3CC3)cnc2c1	0.522656
N#CC(C1=NC2=NC=NC2=N1)[C@H](O)CO	0.338762
CC1CC1CC(O)(CO)C1CCCC(O)(C2=NC3=NC=NC3=N2)C1N	0.496106
CCC1CC1c1c(COCc2cccs2)cc(NS(N)(=O)=O)c2nccnc12	0.541147
C1=NC2=NC(C3(C4CCCC4)CCCC3)=NC2=N1	0.405913
Cc1cc(-c2nc3c(cc2N(C(N)=O)c2c[nH]c(=O)[nH]c2=N)nc2ccccn23)co1	0.484461
C1=NC2=NC(CC3CCOC3)=NC2=N1	0.513073
N#Cc1cc(OCC(O)CO)n2c(c1)nc1ccc(-c3ccccn3)c(C#N)c12	0.421525
Nc1ccnc(N=c2[nH]c(=O)[nH]cc2-c2cccc(C(O)[C@H](N)C(=O)O)n2)c1	0.586603
Cc1c(CCC2CC2)cccc1C1CCCNC(c2ccc3cccnc3c2C(O)[C@H](C)N)C1	0.470464
CN(C)Cc1c(C2C3CC(C#N)CC2C(C(O)[C@H](N)C(=O)O)C3)[nH]c(=O)[nH]c1=N	0.214464
OCC(O)C(O)C(F)(F)C1=NC2=NC=NC2=N1	0.466394
COc1ccc(-c2c(C(O)[C@@H](N)C(=O)O)cc3c(=O)c4ccccc4oc(=O)c3c2CN(C)C(N)=O)cc1	0.616912
OCCNC(CO)c1ncccc1-c1cccc2nc3cccnc3n12	0.418902
